Secuencial,Fecha de Análisis,Departamento,Municipio,Cultivo,Estado,Tiempo de establecimiento,Topografia,Drenaje,Riego,Fertilizantes aplicados,pH agua:suelo,Materia organica,Fósforo Bray II,Azufre Fosfato monocalcico,Acidez Intercambiable,Aluminio intercambiable,Calcio intercambiable,Magnesio intercambiable,Potasio intercambiable,Sodio intercambiable,capacidad de intercambio cationico,Conductividad electrica,Hierro disponible olsen,Cobre disponible,Manganeso disponible Olsen,Zinc disponible Olsen,Boro disponible,Hierro disponible doble acido,Cobre disponible doble acido,Manganeso disponible doble acido,Zinc disponible doble  acido,_depto_norm,_cultivo_norm
55.602,20/08/2019,CESAR,CHIMICHAGUA,Pasto,No indica,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No Tiene,No indica,5.23,0.84,21.11,4.4,0.38,0.15,0.82,0.38,0.14,,1.81,0.2,313.99,,7.56,2.15,0.13,,,,,CESAR,
55.606,16/08/2019,CÓRDOBA,CHINÚ,Pasto,No indica,De 0 a 1 año,Plano,Buen drenaje,No Tiene,No indica,5.83,1.16,,3.13,,,3.98,2.33,,0.16,6.54,0.14,131.15,1.54,6.44,16.01,0.14,,,,,CORDOBA,
55.611,16/08/2019,CESAR,VALLEDUPAR,Pasto Elefante,Por establecer,De 0 a 1 año,Plano,No indica,No Indica,No indica,5.98,0.94,4.65,5.99,,,2.16,0.88,0.11,0.19,3.34,0.18,82.21,1.28,8.07,2.55,0.08,,,,,CESAR,
55.612,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,de 1 a 5 años,Pendiente moderada,Buen drenaje,No Tiene,No indica,6.89,2.01,4.52,2.77,,,23.94,7.29,0.49,0.31,32.03,0.29,26.07,2.0,3.06,,0.32,,,,,CORDOBA,Plátano
55.613,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,de 1 a 5 años,Pendiente moderada,Buen drenaje,No Tiene,No indica,7.29,0.99,18.63,5.85,,,18.42,8.17,0.49,0.15,27.23,0.29,16.27,1.68,,,0.62,,,,,CORDOBA,Plátano
55.614,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,mas de 10 años,Pendiente moderada,Buen drenaje,No Tiene,No indica,6.29,1.87,4.71,3.06,,,14.98,9.53,0.53,0.32,25.36,0.22,55.33,3.17,5.06,2.35,0.36,,,,,CORDOBA,Plátano
55.615,15/08/2019,CÓRDOBA,SAN BERNARDO DEL VIENTO,Plátano,ESTABLECIDO,mas de 10 años,Plano,Regular drenaje,No Tiene,No indica,6.82,1.11,35.21,4.1,,,12.88,14.9,0.65,0.26,28.69,0.16,23.91,2.36,1.48,,0.46,,,,,CORDOBA,Plátano
55.616,15/08/2019,CÓRDOBA,SAN BERNARDO DEL VIENTO,Plátano,ESTABLECIDO,de 5 a 10 años,Plano,Regular drenaje,No Tiene,No indica,6.51,1.09,5.54,3.24,,,12.15,16.76,0.59,0.36,29.86,0.13,36.77,3.37,1.17,,0.48,,,,,CORDOBA,Plátano
55.617,15/08/2019,CÓRDOBA,SAN BERNARDO DEL VIENTO,Plátano,ESTABLECIDO,mas de 10 años,Plano,Regular drenaje,No Tiene,No indica,7.25,1.12,11.27,7.85,,,14.67,18.59,0.73,0.64,34.63,0.22,20.44,2.3,1.13,,0.58,,,,,CORDOBA,Plátano
55.618,15/08/2019,CÓRDOBA,SAN BERNARDO DEL VIENTO,Plátano,ESTABLECIDO,de 5 a 10 años,Plano,Regular drenaje,No Tiene,No indica,7.49,0.56,8.59,15.59,,,14.5,18.02,0.64,1.08,34.24,0.23,11.9,2.06,,,0.8,,,,,CORDOBA,Plátano
55.619,15/08/2019,CÓRDOBA,SAN BERNARDO DEL VIENTO,Plátano,ESTABLECIDO,mas de 10 años,Plano,Regular drenaje,No Tiene,No indica,6.93,0.78,10.67,21.51,,,11.05,13.49,0.52,0.48,25.54,0.36,31.1,2.32,,,0.64,,,,,CORDOBA,Plátano
55.62,15/08/2019,CÓRDOBA,SAN BERNARDO DEL VIENTO,Plátano,ESTABLECIDO,de 1 a 5 años,Plano,Regular drenaje,No Tiene,No indica,7.05,0.63,8.54,4.2,,,8.48,5.06,0.21,0.24,13.99,0.15,42.95,1.8,1.79,,0.28,,,,,CORDOBA,Plátano
55.621,15/08/2019,CÓRDOBA,SAN BERNARDO DEL VIENTO,Plátano,ESTABLECIDO,mas de 10 años,Plano,Regular drenaje,No Tiene,No indica,7.44,0.73,6.13,6.52,,,14.15,17.08,0.61,0.82,32.66,0.21,16.57,2.19,1.11,,0.66,,,,,CORDOBA,Plátano
55.622,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,de 5 a 10 años,Ondulado y Pendiente,No indica,No Tiene,No indica,6.84,2.7,4.63,5.39,,,13.75,7.3,0.67,,21.84,0.34,30.33,1.54,3.46,2.34,0.52,,,,,CORDOBA,Plátano
55.623,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,de 5 a 10 años,Ondulado y Pendiente,No indica,No Tiene,No indica,7.1,0.39,5.05,6.17,,,8.75,1.77,0.16,,10.77,0.21,18.48,1.04,1.68,,0.37,,,,,CORDOBA,Plátano
55.624,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,de 5 a 10 años,Plano,No indica,No Tiene,No indica,7.07,1.91,37.39,2.31,,,24.01,5.2,0.62,,29.93,0.64,29.39,2.29,2.22,1.04,0.32,,,,,CORDOBA,Plátano
55.625,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,de 5 a 10 años,Pendiente moderada,Buen drenaje,No Tiene,No indica,7.6,2.44,,2.22,,,53.21,2.16,0.76,0.17,56.3,0.6,6.48,2.2,3.02,,0.51,,,,,CORDOBA,Plátano
55.626,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,de 1 a 5 años,Ondulado y Pendiente,No indica,No Tiene,No indica,6.58,1.95,4.41,2.62,,,17.6,6.0,0.43,0.16,24.19,0.17,11.68,1.06,2.63,,0.34,,,,,CORDOBA,Plátano
55.627,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,De 0 a 1 año,Ondulado y Pendiente,No indica,No Tiene,No indica,6.26,1.14,11.62,5.73,,,11.81,11.78,0.65,0.46,24.7,0.27,63.5,3.24,1.95,1.49,0.36,,,,,CORDOBA,Plátano
55.628,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,de 5 a 10 años,Ondulado y Pendiente,No indica,No Tiene,No indica,7.04,0.57,13.36,2.27,,,5.01,1.18,0.12,,6.38,0.13,12.88,,1.74,,0.22,,,,,CORDOBA,Plátano
55.629,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,mas de 10 años,Ondulado y Pendiente,No indica,No Tiene,No indica,7.24,1.31,22.47,11.3,,,11.29,5.56,0.32,0.17,17.34,0.31,21.17,1.12,,,0.61,,,,,CORDOBA,Plátano
55.63,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,de 1 a 5 años,Plano,No indica,No Tiene,No indica,6.7,2.02,62.03,2.93,,,19.33,7.12,0.6,0.17,27.22,0.23,32.14,2.63,1.02,,0.5,,,,,CORDOBA,Plátano
55.631,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,de 1 a 5 años,Ondulado y Pendiente,No indica,No Tiene,No indica,6.15,2.04,6.96,2.24,,,15.36,12.89,0.82,0.31,29.38,0.21,49.93,2.6,5.47,3.09,0.35,,,,,CORDOBA,Plátano
55.632,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,mas de 10 años,Pendiente moderada,Buen drenaje,No Tiene,No indica,6.96,1.27,10.74,3.72,,,17.98,10.59,0.57,0.95,30.09,0.24,19.59,2.13,1.9,,0.34,,,,,CORDOBA,Plátano
55.633,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,mas de 10 años,Pendiente moderada,Buen drenaje,No Tiene,No indica,6.6,2.49,6.16,2.85,,,32.12,7.3,0.84,0.2,40.46,0.24,12.21,1.68,2.34,,0.47,,,,,CORDOBA,Plátano
55.634,15/08/2019,CÓRDOBA,SAN BERNARDO DEL VIENTO,Plátano,ESTABLECIDO,mas de 10 años,Pendiente moderada,Buen drenaje,No Tiene,No indica,6.21,1.3,,2.92,,,15.61,8.3,0.34,0.24,24.49,0.19,43.87,1.59,3.17,,0.28,,,,,CORDOBA,Plátano
55.635,15/08/2019,CÓRDOBA,SAN BERNARDO DEL VIENTO,Plátano,ESTABLECIDO,mas de 10 años,Pendiente moderada,Buen drenaje,No Tiene,No indica,5.92,1.65,,5.41,,,14.32,7.21,0.55,0.25,22.33,0.37,47.02,2.46,4.81,,0.38,,,,,CORDOBA,Plátano
55.636,15/08/2019,CÓRDOBA,SAN BERNARDO DEL VIENTO,Plátano,ESTABLECIDO,mas de 10 años,Pendiente moderada,Buen drenaje,No Tiene,No indica,6.1,0.97,,3.07,,,13.95,10.42,0.46,0.41,25.24,0.22,29.31,1.81,4.18,,0.26,,,,,CORDOBA,Plátano
55.637,15/08/2019,CÓRDOBA,SAN BERNARDO DEL VIENTO,Plátano,ESTABLECIDO,de 5 a 10 años,Plano,Regular drenaje,No Tiene,No indica,6.77,0.79,5.73,2.86,,,8.31,4.59,0.17,,13.19,0.13,58.18,2.38,2.19,,0.28,,,,,CORDOBA,Plátano
55.638,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,de 5 a 10 años,Pendiente moderada,Buen drenaje,No Tiene,No indica,6.84,2.33,19.47,2.94,,,25.59,9.6,1.59,0.22,37.0,0.27,18.02,2.24,2.29,,0.42,,,,,CORDOBA,Plátano
55.639,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,mas de 10 años,Pendiente moderada,Buen drenaje,No Tiene,No indica,7.52,1.12,22.16,18.31,,,15.11,7.75,0.45,0.28,23.59,0.5,25.77,1.71,1.16,,0.67,,,,,CORDOBA,Plátano
55.64,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,de 5 a 10 años,Ondulado y Pendiente,Buen drenaje,No Tiene,No indica,6.62,1.69,15.12,1.75,,,18.67,9.86,0.72,0.37,29.62,0.21,41.95,2.87,4.32,2.79,0.3,,,,,CORDOBA,Plátano
55.641,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,mas de 10 años,Pendiente moderada,Buen drenaje,No Tiene,No indica,6.12,0.81,7.87,2.04,,,18.76,7.24,0.37,0.18,26.55,0.32,23.64,1.69,3.02,,0.09,,,,,CORDOBA,Plátano
55.642,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,de 5 a 10 años,Pendiente moderada,Buen drenaje,No Tiene,No indica,7.05,1.3,37.75,2.33,,,21.27,10.42,0.99,0.15,32.83,0.21,10.73,1.19,1.36,,0.32,,,,,CORDOBA,Plátano
55.643,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,de 5 a 10 años,Pendiente moderada,Buen drenaje,No Tiene,No indica,7.38,2.28,23.69,3.1,,,44.38,3.46,0.71,0.18,48.73,0.57,9.51,2.04,1.74,,0.15,,,,,CORDOBA,Plátano
55.644,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,de 1 a 5 años,Pendiente moderada,Buen drenaje,No Tiene,No indica,7.73,0.8,17.33,7.9,,,17.21,8.47,0.4,0.25,26.33,0.26,12.31,1.16,,,0.52,,,,,CORDOBA,Plátano
55.645,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,mas de 10 años,Plano,Regular drenaje,No Tiene,No indica,7.49,2.63,23.57,3.53,,,45.65,2.29,1.82,0.19,49.95,0.67,17.73,4.8,3.75,,0.5,,,,,CORDOBA,Plátano
55.646,15/08/2019,CÓRDOBA,SAN BERNARDO DEL VIENTO,Plátano,ESTABLECIDO,mas de 10 años,Plano,Regular drenaje,No Tiene,No indica,7.03,0.67,8.08,4.08,,,12.38,11.96,0.52,0.17,25.03,0.2,25.61,1.62,1.2,,0.32,,,,,CORDOBA,Plátano
55.648,15/08/2019,CÓRDOBA,SAN BERNARDO DEL VIENTO,Plátano,ESTABLECIDO,mas de 10 años,Plano,Regular drenaje,No Tiene,No indica,7.32,0.69,31.12,17.58,,,14.78,13.28,0.67,0.54,29.27,0.34,20.56,1.29,,,0.65,,,,,CORDOBA,Plátano
55.649,15/08/2019,CÓRDOBA,SAN BERNARDO DEL VIENTO,Plátano,ESTABLECIDO,de 1 a 5 años,Plano,Regular drenaje,No Tiene,No indica,7.03,0.83,16.68,11.65,,,12.2,6.0,0.29,0.29,18.78,0.32,36.77,2.27,1.44,,0.3,,,,,CORDOBA,Plátano
55.65,15/08/2019,CÓRDOBA,SAN BERNARDO DEL VIENTO,Plátano,ESTABLECIDO,mas de 10 años,Plano,Regular drenaje,No Tiene,No indica,6.98,0.7,7.41,2.95,,,16.62,15.44,0.63,0.44,33.13,0.14,22.82,2.98,1.59,,0.33,,,,,CORDOBA,Plátano
55.651,15/08/2019,CÓRDOBA,SAN BERNARDO DEL VIENTO,Plátano,ESTABLECIDO,mas de 10 años,Plano,Regular drenaje,No Tiene,No indica,7.07,1.01,5.62,25.79,,,16.51,18.01,0.65,1.08,36.25,0.33,15.7,2.29,1.2,,0.59,,,,,CORDOBA,Plátano
55.652,15/08/2019,CÓRDOBA,SAN BERNARDO DEL VIENTO,Plátano,ESTABLECIDO,de 5 a 10 años,Plano,Regular drenaje,No Tiene,No indica,6.63,0.72,,2.57,,,9.23,3.86,0.17,0.17,13.43,0.2,53.31,1.94,3.59,1.07,0.28,,,,,CORDOBA,Plátano
55.653,15/08/2019,CÓRDOBA,SAN BERNARDO DEL VIENTO,Plátano,ESTABLECIDO,mas de 10 años,Pendiente moderada,Buen drenaje,No Tiene,No indica,6.56,0.55,4.05,2.56,,,10.09,5.11,0.2,0.18,15.58,0.26,34.67,1.92,3.48,,0.17,,,,,CORDOBA,Plátano
55.654,15/08/2019,CÓRDOBA,SAN BERNARDO DEL VIENTO,Plátano,ESTABLECIDO,mas de 10 años,Pendiente moderada,Buen drenaje,No Tiene,No indica,6.45,1.47,5.46,2.48,,,19.84,8.23,0.53,0.18,28.78,0.18,21.33,1.5,3.66,,0.26,,,,,CORDOBA,Plátano
55.655,15/08/2019,CÓRDOBA,SAN BERNARDO DEL VIENTO,Plátano,ESTABLECIDO,mas de 10 años,Pendiente moderada,Buen drenaje,No Tiene,No indica,6.37,1.06,4.74,2.95,,,18.46,16.11,0.68,0.54,35.79,0.18,22.99,2.01,3.45,,0.27,,,,,CORDOBA,Plátano
55.656,15/08/2019,CÓRDOBA,SAN BERNARDO DEL VIENTO,Plátano,ESTABLECIDO,mas de 10 años,Plano,Regular drenaje,No Tiene,No indica,7.04,1.16,11.35,3.06,,,13.07,12.45,0.66,0.17,26.35,0.18,26.31,2.04,1.31,,0.62,,,,,CORDOBA,Plátano
55.657,15/08/2019,CÓRDOBA,SAN BERNARDO DEL VIENTO,Plátano,ESTABLECIDO,mas de 10 años,Plano,Regular drenaje,No Tiene,No indica,6.68,1.06,11.28,4.27,,,15.19,16.63,1.04,0.32,33.18,0.15,29.9,2.61,1.98,,0.68,,,,,CORDOBA,Plátano
55.658,15/08/2019,CÓRDOBA,SAN BERNARDO DEL VIENTO,Plátano,ESTABLECIDO,mas de 10 años,Pendiente moderada,Buen drenaje,No Tiene,No indica,6.2,0.41,92.49,3.85,,,4.88,1.33,0.33,0.16,6.7,0.21,67.52,,1.5,1.24,0.18,,,,,CORDOBA,Plátano
55.659,20/08/2019,CÓRDOBA,MONTERÍA,Pasto,ESTABLECIDO,De 0 a 1 año,Plano,Buen drenaje,No Tiene,No indica,5.79,1.34,4.42,17.87,,,10.23,9.01,0.22,0.43,19.89,0.21,85.23,6.28,13.87,2.4,0.27,,,,,CORDOBA,
55.662,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Indica,No indica,5.72,3.18,81.32,292.07,,,16.1,10.5,1.76,4.04,32.4,8.78,227.76,7.0,28.4,29.75,0.81,,,,,ATLANTICO,
55.663,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Moderadamente ondulado,Regular drenaje,No Indica,No indica,5.1,1.75,16.14,169.75,0.15,0.0,10.68,5.59,0.24,1.99,18.65,5.01,445.66,6.76,27.0,9.04,0.27,,,,,ATLANTICO,
55.664,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Plano,Mal drenaje,No Indica,No indica,6.02,2.01,9.2,224.28,,,16.92,9.51,0.29,4.38,31.1,6.49,58.62,4.54,9.11,5.12,0.33,,,,,ATLANTICO,
55.665,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Moderadamente ondulado,Regular drenaje,No Indica,No indica,5.58,1.66,7.53,135.92,,,14.98,12.41,0.3,5.13,32.82,4.31,95.94,6.29,15.86,6.41,0.33,,,,,ATLANTICO,
55.666,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Moderadamente ondulado,Buen drenaje,No Indica,No indica,5.27,3.16,72.83,72.81,0.1,0.0,14.99,7.6,2.16,0.43,25.28,4.35,419.62,4.05,18.95,11.38,0.39,,,,,ATLANTICO,
55.667,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Indica,No indica,6.93,2.06,53.54,32.77,,,10.88,5.85,1.14,1.07,18.94,0.58,224.33,5.32,3.53,6.04,0.62,,,,,ATLANTICO,
55.668,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Indica,No indica,5.96,3.12,49.56,153.74,,,15.31,15.03,1.52,5.09,36.95,7.61,44.39,1.43,3.69,4.0,1.17,,,,,ATLANTICO,
55.669,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No Indica,No indica,6.43,1.56,16.38,4.99,,,5.88,2.12,0.46,,8.56,0.25,112.55,1.53,22.34,2.29,0.26,,,,,ATLANTICO,
55.67,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No Indica,No indica,6.46,1.45,23.4,10.19,,,5.06,1.3,0.41,,6.9,0.34,76.19,1.01,16.77,2.6,0.28,,,,,ATLANTICO,
55.671,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Moderadamente ondulado,Buen drenaje,No Indica,No indica,5.74,1.37,41.38,33.58,,,3.41,2.19,0.85,0.31,6.76,0.87,245.53,1.19,10.98,3.21,0.38,,,,,ATLANTICO,
55.672,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Plano,Mal drenaje,No Indica,No indica,5.62,1.56,60.69,13.03,,,11.41,4.36,1.08,0.17,17.02,0.47,709.42,7.2,12.03,8.46,0.31,,,,,ATLANTICO,
55.673,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Indica,No indica,5.26,1.61,23.32,15.41,0.49,0.23,13.75,5.46,0.82,0.25,20.77,0.31,714.87,11.12,28.11,8.55,0.21,,,,,ATLANTICO,
55.674,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Moderadamente ondulado,Regular drenaje,No Indica,No indica,5.62,2.55,33.35,73.03,,,12.38,5.32,1.18,0.67,19.55,1.13,441.56,6.9,4.83,9.3,0.53,,,,,ATLANTICO,
55.675,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Moderadamente ondulado,Regular drenaje,No Indica,No indica,5.62,3.45,17.52,42.88,,,18.22,7.48,1.74,0.29,27.73,1.09,339.01,6.82,3.79,12.04,0.55,,,,,ATLANTICO,
55.676,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Plano,Mal drenaje,No Indica,No indica,6.27,0.91,8.71,35.82,,,9.73,9.03,0.21,1.16,20.13,1.84,80.59,3.33,11.16,2.47,0.34,,,,,ATLANTICO,
55.677,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Indica,No indica,6.47,0.71,30.39,2.39,,,4.4,1.39,0.1,,5.97,0.14,53.32,,8.85,1.28,0.09,,,,,ATLANTICO,
55.678,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Indica,No indica,5.9,1.42,14.34,12.28,,,13.52,5.71,0.44,0.29,19.96,0.23,396.8,9.92,11.3,5.36,0.27,,,,,ATLANTICO,
55.679,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Moderadamente ondulado,Regular drenaje,No Indica,No indica,6.78,0.55,50.0,6.41,,,2.21,1.09,0.46,,3.85,0.36,29.88,,12.21,3.57,0.18,,,,,ATLANTICO,
55.68,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Indica,No indica,6.7,2.23,79.87,13.14,,,15.0,3.33,1.42,,19.88,0.88,173.35,6.0,1.96,7.01,0.64,,,,,ATLANTICO,
55.681,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Indica,No indica,5.13,2.95,36.51,160.67,0.07,0.0,18.29,11.14,0.51,2.33,32.34,7.41,266.89,6.53,33.93,12.57,0.41,,,,,ATLANTICO,
55.682,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Indica,No indica,5.41,3.43,21.67,70.59,0.11,0.0,12.9,6.54,0.65,0.59,20.79,1.54,363.51,9.97,30.08,11.16,0.35,,,,,ATLANTICO,
55.683,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Indica,No indica,6.23,3.03,67.45,94.08,,,17.89,9.61,1.79,2.33,31.62,4.33,456.24,7.6,13.1,12.89,0.79,,,,,ATLANTICO,
55.684,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Moderadamente ondulado,Regular drenaje,No Indica,No indica,5.89,2.62,21.2,185.73,,,9.54,2.48,0.2,0.24,12.46,2.23,276.05,3.35,12.24,4.69,0.46,,,,,ATLANTICO,
55.694,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Indica,No indica,6.33,0.85,53.4,204.75,,,8.74,4.61,0.72,3.73,17.8,7.71,57.75,1.72,8.21,4.8,0.58,,,,,ATLANTICO,
55.695,23/08/2019,CESAR,AGUSTÍN CODAZZI,Cacao,Por establecer,De 0 a 1 año,No indica,No indica,No Indica,Ninguno,5.47,3.4,13.92,6.92,0.22,0.0,9.03,1.39,0.33,,11.1,0.91,236.26,1.01,14.2,2.5,0.22,,,,,CESAR,Cacao
55.696,23/08/2019,CESAR,AGUSTÍN CODAZZI,Cacao,Por establecer,De 0 a 1 año,No indica,No indica,No Indica,Ninguno,5.98,2.39,,4.0,,,3.32,1.64,0.17,,5.21,0.16,91.92,3.09,5.5,1.08,0.09,,,,,CESAR,Cacao
55.697,23/08/2019,CESAR,AGUSTÍN CODAZZI,Cacao,Por establecer,De 0 a 1 año,No indica,No indica,No Indica,Ninguno,5.08,2.56,4.43,1.52,1.13,0.83,2.67,0.73,0.15,,4.77,0.32,275.49,1.24,16.55,,0.07,,,,,CESAR,Cacao
55.698,23/08/2019,CESAR,AGUSTÍN CODAZZI,Cacao,Por establecer,De 0 a 1 año,No indica,No indica,No Indica,Ninguno,4.86,2.84,4.99,,2.52,1.99,1.69,0.53,0.21,0.87,5.82,,368.3,,18.21,,0.03,,,,,CESAR,Cacao
55.701,22/08/2019,ATLÁNTICO,CAMPO DE LA CRUZ,Pasto,ESTABLECIDO,mas de 10 años,Plano,Regular drenaje,No Tiene,UREA,7.11,1.31,78.34,269.78,,,15.56,10.2,1.08,8.42,35.26,,58.05,4.68,1.7,3.4,0.73,,,,,ATLANTICO,
55.705,23/08/2019,CESAR,AGUSTÍN CODAZZI,Cacao,Por establecer,De 0 a 1 año,No indica,No indica,No Indica,Ninguno,4.3,3.83,,10.19,5.7,4.3,,0.35,0.24,,6.9,0.45,521.02,1.0,3.58,,0.19,,,,,CESAR,Cacao
55.707,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Indica,No indica,6.16,0.42,,6.71,,,2.11,0.68,0.16,,3.03,0.21,28.62,,6.37,,0.09,,,,,ATLANTICO,
55.708,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Moderadamente ondulado,Regular drenaje,No Indica,No indica,5.59,3.05,28.49,48.51,,,11.89,5.92,0.43,0.93,19.17,0.95,514.09,8.29,14.47,9.63,0.37,,,,,ATLANTICO,
55.709,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Indica,No indica,7.13,0.3,32.34,142.31,,,16.21,4.95,0.15,0.43,21.74,1.44,18.13,2.26,1.23,,0.28,,,,,ATLANTICO,
55.71,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Indica,No indica,5.97,1.71,,9.71,,,16.57,6.26,0.41,0.35,23.59,0.23,183.58,6.12,4.45,6.8,0.17,,,,,ATLANTICO,
55.711,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Indica,No indica,5.85,2.61,22.12,65.15,,,14.23,6.29,0.78,0.76,22.06,1.98,229.47,6.96,4.28,5.91,0.54,,,,,ATLANTICO,
55.712,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Indica,No indica,5.11,2.63,42.75,35.52,0.15,0.0,11.25,4.48,0.51,0.37,16.76,1.1,942.77,9.06,13.49,8.39,0.44,,,,,ATLANTICO,
55.713,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Indica,No indica,6.27,1.84,47.56,64.62,,,11.08,4.57,0.42,0.25,16.32,0.78,153.96,3.58,5.1,3.24,0.38,,,,,ATLANTICO,
55.714,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Indica,No indica,5.62,3.75,18.87,32.8,,,18.03,6.67,0.49,0.51,25.7,0.9,301.43,6.5,24.89,12.34,0.41,,,,,ATLANTICO,
55.715,22/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Indica,No indica,6.84,2.0,58.01,40.62,,,15.8,8.49,1.59,0.51,26.39,0.88,95.06,3.98,1.21,4.82,0.81,,,,,ATLANTICO,
