No,Fecha de registro,departamento revisado,municipio revisado,Cultivo,Variedad o hibrido,Edad del cultivo (AÑOS),"Parte de la planta a analizar (toda la planta, parte aérea, raíz, tubérculo, tallo, hoja, flor, fruto, semilla)","Sintomatología (tamaño, color, deformación)",Fertilizantes aplicados anteriormente,"Rendimiento del cultivo (bueno, regular, malo)",Nitrógeno (N) % STD,Fósforo (P) % STD,Potasio (K) % STD,Calcio (Ca) % STD,Magnesio (Mg) % STD,Sodio (Na) % STD,Azufre (S) % STD,Hierro (Fe) mg/kg STD,Cobre (Cu) mg/kg STD,Manganeso (Mn) mg/kg STD,Zinc (Zn) mg/kg STD,Boro (B) mg/kg STD,_depto_norm,_cultivo_norm
"2,207",2022 Sep 02 12:00:00 AM,LA GUAJIRA,DISTRACCIÓN,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,NO INDICA,5.16,0.41,3.08,2.42,0.43,,0.36,129.43,9.43,107.95,58.54,33.75,LA GUAJIRA,Frijol
"2,208",2022 Sep 02 12:00:00 AM,LA GUAJIRA,DISTRACCIÓN,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,NO INDICA,3.73,0.24,2.96,3.85,0.29,,0.43,121.95,7.29,68.06,30.41,46.88,LA GUAJIRA,Frijol
"2,209",2022 Sep 02 12:00:00 AM,LA GUAJIRA,DISTRACCIÓN,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,NO INDICA,5.65,0.52,2.72,1.85,0.51,,0.41,162.23,7.61,160.38,37.71,32.13,LA GUAJIRA,Frijol
"2,210",2022 Sep 02 12:00:00 AM,LA GUAJIRA,DISTRACCIÓN,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,NO INDICA,4.99,0.41,2.07,2.61,0.51,,0.38,194.14,6.0,240.2,33.88,53.13,LA GUAJIRA,Frijol
"2,211",2022 Sep 02 12:00:00 AM,LA GUAJIRA,DISTRACCIÓN,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,NO INDICA,5.05,0.44,2.67,2.95,0.41,,0.38,904.06,9.65,125.6,54.05,37.13,LA GUAJIRA,Frijol
"2,212",2022 Sep 02 12:00:00 AM,LA GUAJIRA,DISTRACCIÓN,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,NO INDICA,5.37,0.52,2.7,2.23,0.51,,0.36,287.21,6.33,143.58,29.01,30.5,LA GUAJIRA,Frijol
"2,213",2022 Sep 02 12:00:00 AM,LA GUAJIRA,DISTRACCIÓN,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,NO INDICA,4.62,0.42,2.34,1.8,0.52,,0.32,151.4,4.94,251.91,31.83,37.13,LA GUAJIRA,Frijol
"2,214",2022 Sep 02 12:00:00 AM,LA GUAJIRA,DISTRACCIÓN,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,NO INDICA,5.58,0.45,2.71,1.81,0.45,,0.41,143.74,6.65,144.54,34.96,26.75,LA GUAJIRA,Frijol
"2,215",2022 Sep 02 12:00:00 AM,LA GUAJIRA,DISTRACCIÓN,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,NO INDICA,5.56,0.58,2.65,1.98,0.45,,0.36,122.66,5.79,127.69,32.09,28.0,LA GUAJIRA,Frijol
"2,216",2022 Sep 02 12:00:00 AM,LA GUAJIRA,DISTRACCIÓN,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,NO INDICA,5.49,0.43,3.11,2.45,0.47,,0.39,131.71,9.0,122.0,58.11,28.75,LA GUAJIRA,Frijol
"2,217",2022 Sep 02 12:00:00 AM,LA GUAJIRA,DISTRACCIÓN,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,NO INDICA,5.5,0.45,2.68,2.28,0.5,,0.4,185.11,8.15,173.0,37.29,31.88,LA GUAJIRA,Frijol
"2,218",2022 Sep 02 12:00:00 AM,LA GUAJIRA,DISTRACCIÓN,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,NO INDICA,5.64,0.59,2.38,2.95,0.51,,0.42,150.79,7.71,114.7,29.11,29.88,LA GUAJIRA,Frijol
"2,219",2022 Sep 02 12:00:00 AM,LA GUAJIRA,DISTRACCIÓN,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,NO INDICA,5.45,0.5,3.64,2.63,0.47,,0.43,113.8,8.58,106.6,47.94,33.75,LA GUAJIRA,Frijol
"2,220",2022 Sep 02 12:00:00 AM,LA GUAJIRA,DISTRACCIÓN,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,NO INDICA,5.68,0.61,3.19,2.16,0.6,,0.39,159.15,6.0,202.91,30.25,37.63,LA GUAJIRA,Frijol
"2,221",2022 Sep 02 12:00:00 AM,LA GUAJIRA,DISTRACCIÓN,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,NO INDICA,4.17,0.38,2.81,4.05,0.48,,0.42,136.29,8.15,101.73,34.85,40.38,LA GUAJIRA,Frijol
"2,222",2022 Sep 02 12:00:00 AM,LA GUAJIRA,EL MOLINO,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,NO INDICA,4.75,0.47,2.71,3.55,0.51,,0.53,269.79,13.29,252.36,37.13,44.5,LA GUAJIRA,Frijol
"2,415",2022 Sep 13 12:00:00 AM,LA GUAJIRA,FONSECA,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,BUENO,5.09,0.5,1.95,3.23,0.46,,0.33,978.25,9.5,126.88,26.75,26.29,LA GUAJIRA,Frijol
"2,416",2022 Sep 13 12:00:00 AM,LA GUAJIRA,FONSECA,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,BUENO,4.81,0.53,2.2,2.75,0.47,,0.33,323.88,8.38,181.38,22.63,35.36,LA GUAJIRA,Frijol
"2,417",2022 Sep 13 12:00:00 AM,LA GUAJIRA,FONSECA,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,BUENO,5.32,0.36,2.53,2.06,0.35,,0.32,229.13,9.5,176.13,50.13,22.29,LA GUAJIRA,Frijol
"2,418",2022 Sep 13 12:00:00 AM,LA GUAJIRA,FONSECA,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,BUENO,5.0,0.33,2.05,3.06,0.34,,0.36,276.0,9.13,160.13,48.5,25.0,LA GUAJIRA,Frijol
"2,419",2022 Sep 13 12:00:00 AM,LA GUAJIRA,FONSECA,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,BUENO,4.13,0.37,1.7,3.06,0.52,,0.36,888.25,8.38,150.0,40.63,33.71,LA GUAJIRA,Frijol
"2,420",2022 Sep 13 12:00:00 AM,LA GUAJIRA,FONSECA,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,BUENO,3.95,0.36,1.92,3.22,0.35,,0.3,344.5,8.63,224.5,28.5,50.19,LA GUAJIRA,Frijol
"2,421",2022 Sep 13 12:00:00 AM,LA GUAJIRA,FONSECA,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,BUENO,3.99,0.32,1.35,3.27,0.29,,0.3,186.88,7.13,212.88,24.5,55.16,LA GUAJIRA,Frijol
"2,422",2022 Sep 13 12:00:00 AM,LA GUAJIRA,FONSECA,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,BUENO,5.0,0.48,2.4,2.46,0.36,,0.34,219.88,6.5,143.75,29.63,45.7,LA GUAJIRA,Frijol
"2,423",2022 Sep 13 12:00:00 AM,LA GUAJIRA,FONSECA,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,BUENO,4.93,0.44,2.69,2.27,0.35,,0.3,452.25,6.75,154.0,25.0,43.56,LA GUAJIRA,Frijol
"2,424",2022 Sep 13 12:00:00 AM,LA GUAJIRA,FONSECA,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,BUENO,4.89,0.53,2.81,2.5,0.45,,0.34,162.13,6.5,145.25,28.0,43.89,LA GUAJIRA,Frijol
"2,425",2022 Sep 13 12:00:00 AM,LA GUAJIRA,FONSECA,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,BUENO,4.86,0.42,2.21,1.9,0.35,,0.28,126.88,6.0,109.89,25.25,35.3,LA GUAJIRA,Frijol
"2,426",2022 Sep 13 12:00:00 AM,LA GUAJIRA,FONSECA,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,BUENO,6.0,0.48,3.3,2.02,0.4,,0.37,199.25,9.0,67.01,40.25,39.33,LA GUAJIRA,Frijol
"2,427",2022 Sep 13 12:00:00 AM,LA GUAJIRA,FONSECA,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,BUENO,5.01,0.47,2.47,2.23,0.37,,0.35,201.5,6.25,98.78,29.13,42.04,LA GUAJIRA,Frijol
"2,428",2022 Sep 13 12:00:00 AM,LA GUAJIRA,FONSECA,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,BUENO,4.21,0.4,2.15,3.36,0.45,,0.24,200.13,6.25,237.25,19.25,51.26,LA GUAJIRA,Frijol
"2,429",2022 Sep 13 12:00:00 AM,LA GUAJIRA,FONSECA,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,BUENO,5.53,0.59,2.48,2.24,0.4,,0.38,190.03,6.63,103.86,44.41,38.88,LA GUAJIRA,Frijol
"2,430",2022 Sep 13 12:00:00 AM,LA GUAJIRA,FONSECA,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,BUENO,5.6,0.57,3.1,2.07,0.34,,0.39,167.23,7.25,63.38,45.87,38.62,LA GUAJIRA,Frijol
"2,431",2022 Sep 13 12:00:00 AM,LA GUAJIRA,FONSECA,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,BUENO,5.4,0.53,2.65,2.33,0.39,,0.33,170.48,6.13,130.63,35.54,47.95,LA GUAJIRA,Frijol
"2,432",2022 Sep 13 12:00:00 AM,LA GUAJIRA,DIBULLA,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,BUENO,5.19,0.46,2.4,2.04,0.3,,0.32,173.45,7.88,98.11,32.17,38.36,LA GUAJIRA,Frijol
"2,433",2022 Sep 13 12:00:00 AM,LA GUAJIRA,FONSECA,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,BUENO,5.24,0.46,2.49,2.59,0.34,,0.32,218.7,6.5,124.5,30.65,38.51,LA GUAJIRA,Frijol
"2,434",2022 Sep 13 12:00:00 AM,LA GUAJIRA,FONSECA,FRIJOL,CAUPI,2 a 3 MESES,HOJAS,NO INDICA,NO INDICA,BUENO,4.84,0.39,2.28,2.84,0.31,,0.27,185.22,6.5,143.83,31.85,40.33,LA GUAJIRA,Frijol
